log_id,order_code,date,stage_name,qty_actual,defect_qty,hours_run
LOG-011777,LSX-TPC-3075,2026-05-13,Chà nhám A,305,2,9.2
LOG-011785,LSX-TPC-3076,2026-05-13,Sơn lót A,207,2,9.8
LOG-011788,LSX-TPB-3077,2026-05-13,Cắt phôi B,205,0,7.9
LOG-011800,LSX-TPA-3079,2026-05-13,Cắt phôi B,201,0,6.5
LOG-011808,LSX-TPA-3080,2026-05-13,Lắp ráp A,495,12,9.7
LOG-011838,LSX-TPC-3085,2026-05-13,Đóng gói C,200,4,8.0
LOG-011839,LSX-TPB-3086,2026-05-13,Cắt phôi A,502,12,9.4
LOG-011855,LSX-TPA-3088,2026-05-13,Đóng gói A,99,2,7.4
LOG-011871,LSX-TPB-3091,2026-05-13,Sơn lót A,104,0,9.4
LOG-011906,LSX-TPB-3097,2026-05-13,Sơn phủ A,305,4,9.2
LOG-011916,LSX-TPA-3099,2026-05-13,Sơn lót C,305,2,6.1
LOG-011952,LSX-TPA-3106,2026-05-13,Chà nhám A,208,3,8.4
LOG-011965,LSX-TPA-3108,2026-05-13,Lắp ráp A,206,1,7.9
LOG-011981,LSX-TPA-3111,2026-05-13,Cắt phôi C,97,0,8.8
LOG-012007,LSX-TPC-3115,2026-05-13,Đóng gói C,293,1,8.5
LOG-012032,LSX-TPA-3120,2026-05-13,Cắt phôi C,299,1,9.7
LOG-012094,LSX-TPA-3131,2026-05-13,Sơn phủ A,475,7,7.6
LOG-012154,LSX-TPB-3142,2026-05-13,Lắp ráp C,520,14,8.2
LOG-012168,LSX-TPA-3144,2026-05-13,Đóng gói C,201,5,7.6
LOG-012181,LSX-TPC-3147,2026-05-13,Lắp ráp B,98,1,8.4
LOG-012187,LSX-TPA-3148,2026-05-13,Lắp ráp B,299,3,8.9
LOG-012213,LSX-TPC-3153,2026-05-13,Cắt phôi A,205,0,7.4
LOG-012237,LSX-TPC-3157,2026-05-13,Lắp ráp C,95,0,8.6
LOG-012328,LSX-TPB-3173,2026-05-13,Chà nhám A,103,1,8.9
LOG-012381,LSX-TPB-3182,2026-05-13,Sơn lót A,102,2,9.0
LOG-012387,LSX-TPB-3183,2026-05-13,Sơn B,100,1,9.7
LOG-012446,LSX-TPC-3193,2026-05-13,Đóng gói B,509,11,7.0
LOG-012485,LSX-TPB-3200,2026-05-13,Sơn phủ C,208,1,9.2
LOG-012494,LSX-TPB-3202,2026-05-13,Lắp ráp C,288,4,6.5
LOG-012508,LSX-TPB-3204,2026-05-13,Lắp phụ kiện B,208,2,6.5
LOG-012540,LSX-TPB-3210,2026-05-13,Chà nhám A,519,2,6.1
LOG-012579,LSX-TPA-3217,2026-05-13,Cắt phôi A,309,4,9.9
LOG-012589,LSX-TPA-3218,2026-05-13,Đóng gói C,104,1,7.0
LOG-012591,LSX-TPB-3219,2026-05-13,Lắp ráp C,481,8,9.7
LOG-012637,LSX-TPA-3227,2026-05-13,Sơn B,524,0,9.3
LOG-012692,LSX-TPA-3237,2026-05-13,Lắp ráp C,198,4,9.4
LOG-009938,LSX-TPB-2751,2026-05-14,Sơn phủ A,99,0,6.5
LOG-009943,LSX-TPB-2752,2026-05-14,Sơn B,481,11,6.4
LOG-009985,LSX-TPA-2760,2026-05-14,Cắt phôi C,200,2,9.5
LOG-010034,LSX-TPC-2769,2026-05-14,Cắt phôi B,194,1,8.8
LOG-010045,LSX-TPB-2771,2026-05-14,Cắt phôi C,208,2,9.7
LOG-010064,LSX-TPB-2774,2026-05-14,Sơn B,299,8,9.3
LOG-010111,LSX-TPC-2782,2026-05-14,Sơn lót A,200,1,6.1
LOG-010121,LSX-TPC-2784,2026-05-14,Chà nhám B,207,1,9.0
LOG-010163,LSX-TPB-2791,2026-05-14,Lắp ráp A,199,5,7.2
LOG-010167,LSX-TPB-2792,2026-05-14,Cắt phôi A,308,4,10.0
LOG-010186,LSX-TPC-2795,2026-05-14,Chà nhám B,104,1,6.5
LOG-010203,LSX-TPA-2798,2026-05-14,Cắt phôi C,314,1,7.5
LOG-010213,LSX-TPA-2799,2026-05-14,Đóng gói B,101,0,7.0
LOG-010214,LSX-TPB-2800,2026-05-14,Cắt phôi C,308,6,6.7
LOG-010232,LSX-TPB-2803,2026-05-14,Sơn B,102,0,8.7
LOG-010238,LSX-TPC-2804,2026-05-14,Sơn lót A,104,0,7.6
LOG-010271,LSX-TPA-2810,2026-05-14,Lắp ráp B,475,1,7.0
LOG-010283,LSX-TPC-2812,2026-05-14,Sơn lót C,100,2,9.0
LOG-010317,LSX-TPC-2818,2026-05-14,Lắp ráp A,207,3,10.0
LOG-010322,LSX-TPA-2819,2026-05-14,Chà nhám A,292,1,6.7
LOG-010394,LSX-TPC-2831,2026-05-14,Sơn phủ C,102,2,9.8
LOG-010407,LSX-TPB-2833,2026-05-14,Đóng gói B,298,6,7.5
LOG-010439,LSX-TPC-2839,2026-05-14,Sơn B,99,2,9.2
LOG-010457,LSX-TPC-2842,2026-05-14,Đóng gói C,205,2,9.7
LOG-010458,LSX-TPC-2843,2026-05-14,Cắt phôi C,292,6,9.3
LOG-010490,LSX-TPB-2848,2026-05-14,Đóng gói B,100,1,8.9
LOG-010528,LSX-TPC-2855,2026-05-14,Sơn phủ C,95,2,9.1
LOG-010559,LSX-TPA-2861,2026-05-14,Lắp ráp C,514,5,7.8
LOG-010569,LSX-TPA-2863,2026-05-14,Cắt phôi C,486,11,9.9
LOG-010630,LSX-TPC-2874,2026-05-14,Cắt phôi B,490,5,7.1
LOG-010666,LSX-TPB-2880,2026-05-14,Chà nhám A,103,0,9.8
LOG-010731,LSX-TPC-2891,2026-05-14,Sơn lót A,199,1,6.8
LOG-010736,LSX-TPC-2892,2026-05-14,Sơn lót C,97,0,6.8
LOG-010740,LSX-TPA-2893,2026-05-14,Chà nhám A,303,2,9.9
LOG-010792,LSX-TPA-2902,2026-05-14,Lắp ráp B,97,0,9.6
LOG-010802,LSX-TPA-2904,2026-05-14,Lắp ráp C,99,2,6.3
LOG-010816,LSX-TPA-2906,2026-05-14,Đóng gói C,311,0,6.9
LOG-010854,LSX-TPB-2913,2026-05-14,Lắp ráp B,288,1,7.7
LOG-010905,LSX-TPB-2921,2026-05-14,Đóng gói A,207,2,9.8
LOG-010912,LSX-TPC-2923,2026-05-14,Cắt phôi B,199,3,8.8
LOG-010931,LSX-TPC-2926,2026-05-14,Lắp ráp B,104,0,6.9
LOG-010963,LSX-TPB-2932,2026-05-14,Chà nhám B,521,5,7.2
LOG-010992,LSX-TPB-2937,2026-05-14,Chà nhám A,196,4,8.6
LOG-011008,LSX-TPC-2939,2026-05-14,Đóng gói B,496,11,9.3
LOG-011054,LSX-TPB-2947,2026-05-14,Đóng gói B,294,1,8.1
LOG-011060,LSX-TPC-2948,2026-05-14,Đóng gói A,206,5,9.1
LOG-011070,LSX-TPB-2950,2026-05-14,Sơn B,207,4,9.3
LOG-011093,LSX-TPA-2954,2026-05-14,Sơn phủ C,501,10,9.9
LOG-011102,LSX-TPB-2956,2026-05-14,Lắp ráp A,312,5,8.6
LOG-011189,LSX-TPA-2971,2026-05-14,Sơn phủ C,209,5,7.4
LOG-011199,LSX-TPA-2973,2026-05-14,Sơn phủ C,290,5,6.7
LOG-011251,LSX-TPA-2982,2026-05-14,Lắp phụ kiện B,202,4,9.9
LOG-011274,LSX-TPB-2986,2026-05-14,Đóng gói C,96,2,6.5
LOG-011313,LSX-TPA-2993,2026-05-14,Sơn B,292,1,7.8
LOG-011317,LSX-TPC-2994,2026-05-14,Chà nhám A,507,2,6.9
LOG-011323,LSX-TPB-2995,2026-05-14,Lắp ráp C,96,1,7.9
LOG-011338,LSX-TPA-2997,2026-05-14,Đóng gói A,195,2,7.8
LOG-011365,LSX-TPB-3002,2026-05-14,Sơn lót C,486,6,8.3
LOG-011382,LSX-TPA-3005,2026-05-14,Sơn phủ C,479,0,9.6
LOG-011388,LSX-TPC-3006,2026-05-14,Đóng gói C,301,2,9.0
LOG-011423,LSX-TPC-3013,2026-05-14,Cắt phôi B,205,3,9.1
LOG-011432,LSX-TPB-3014,2026-05-14,Sơn phủ C,192,5,6.3
LOG-011447,LSX-TPB-3017,2026-05-14,Lắp ráp A,103,2,9.3
LOG-011470,LSX-TPA-3021,2026-05-14,Sơn phủ A,98,2,8.2
LOG-011489,LSX-TPA-3025,2026-05-14,Chà nhám A,301,1,9.1
LOG-011496,LSX-TPC-3026,2026-05-14,Sơn lót C,476,3,7.6
LOG-011514,LSX-TPA-3029,2026-05-14,Sơn lót A,104,2,8.2
LOG-011518,LSX-TPC-3030,2026-05-14,Chà nhám B,208,2,7.1
LOG-011563,LSX-TPC-3037,2026-05-14,Đóng gói A,97,1,7.9
LOG-011569,LSX-TPC-3038,2026-05-14,Đóng gói B,201,5,6.6
LOG-011613,LSX-TPB-3046,2026-05-14,Lắp ráp B,190,4,7.3
LOG-011683,LSX-TPC-3058,2026-05-14,Đóng gói A,488,9,8.4
LOG-011698,LSX-TPC-3061,2026-05-14,Sơn lót A,95,0,9.0
LOG-011704,LSX-TPB-3062,2026-05-14,Sơn phủ C,207,3,6.1
LOG-011724,LSX-TPB-3066,2026-05-14,Chà nhám B,97,1,6.2
LOG-011738,LSX-TPC-3068,2026-05-14,Sơn lót A,98,0,6.2
LOG-011820,LSX-TPB-3082,2026-05-14,Sơn B,98,1,9.7
LOG-011829,LSX-TPC-3084,2026-05-14,Chà nhám B,495,8,9.8
LOG-011895,LSX-TPC-3095,2026-05-14,Sơn phủ A,98,2,7.2
LOG-011930,LSX-TPC-3102,2026-05-14,Lắp ráp C,286,6,9.7
LOG-011935,LSX-TPA-3103,2026-05-14,Chà nhám B,195,5,9.4
LOG-012002,LSX-TPB-3114,2026-05-14,Đóng gói A,192,4,7.0
LOG-012009,LSX-TPB-3116,2026-05-14,Chà nhám A,310,3,8.2
LOG-012024,LSX-TPA-3118,2026-05-14,Sơn phủ A,502,5,8.7
LOG-012043,LSX-TPB-3122,2026-05-14,Lắp ráp C,285,4,8.4
LOG-012067,LSX-TPA-3126,2026-05-14,Đóng gói A,516,11,9.7
LOG-012088,LSX-TPB-3130,2026-05-14,Sơn phủ C,199,0,9.7
LOG-012162,LSX-TPC-3143,2026-05-14,Lắp phụ kiện B,502,4,7.1
LOG-012209,LSX-TPA-3152,2026-05-14,Lắp ráp C,521,13,8.4
LOG-012228,LSX-TPC-3155,2026-05-14,Lắp phụ kiện B,98,2,6.1
LOG-012266,LSX-TPB-3162,2026-05-14,Lắp ráp B,299,2,8.8
LOG-012289,LSX-TPA-3166,2026-05-14,Lắp ráp C,208,3,9.7
LOG-012294,LSX-TPC-3167,2026-05-14,Chà nhám B,518,12,8.3
LOG-012303,LSX-TPA-3168,2026-05-14,Đóng gói C,299,7,7.1
LOG-012325,LSX-TPB-3172,2026-05-14,Sơn phủ A,190,0,6.9
LOG-012404,LSX-TPC-3186,2026-05-14,Lắp ráp B,98,2,7.5
LOG-012448,LSX-TPA-3194,2026-05-14,Chà nhám B,101,0,8.9
LOG-012464,LSX-TPA-3196,2026-05-14,Đóng gói A,203,0,8.9
LOG-012511,LSX-TPA-3205,2026-05-14,Chà nhám B,291,4,8.8
LOG-012526,LSX-TPB-3207,2026-05-14,Lắp phụ kiện B,202,1,7.3
LOG-012551,LSX-TPA-3212,2026-05-14,Cắt phôi B,488,4,8.7
LOG-012643,LSX-TPA-3228,2026-05-14,Sơn lót A,197,3,8.8
LOG-012651,LSX-TPB-3229,2026-05-14,Đóng gói A,523,9,8.6
LOG-012674,LSX-TPB-3234,2026-05-14,Cắt phôi B,303,6,7.8
LOG-009924,LSX-TPB-2749,2026-05-15,Cắt phôi C,203,5,7.9
LOG-009950,LSX-TPB-2753,2026-05-15,Sơn phủ A,510,6,8.5
LOG-009956,LSX-TPB-2754,2026-05-15,Đóng gói C,99,1,7.8
LOG-009959,LSX-TPA-2755,2026-05-15,Lắp ráp A,505,8,7.4
LOG-009971,LSX-TPC-2757,2026-05-15,Sơn lót A,521,9,9.9
LOG-009974,LSX-TPB-2758,2026-05-15,Cắt phôi A,294,5,9.7
LOG-009991,LSX-TPA-2761,2026-05-15,Chà nhám B,209,0,7.6
LOG-010002,LSX-TPB-2763,2026-05-15,Chà nhám A,95,1,8.2
LOG-010031,LSX-TPC-2768,2026-05-15,Sơn lót C,485,3,9.2
LOG-010078,LSX-TPC-2776,2026-05-15,Đóng gói B,482,1,6.7
LOG-010093,LSX-TPA-2779,2026-05-15,Sơn B,97,1,6.9
LOG-010128,LSX-TPC-2785,2026-05-15,Lắp ráp A,300,8,8.2
LOG-010194,LSX-TPA-2796,2026-05-15,Sơn B,96,1,6.7
LOG-010224,LSX-TPB-2802,2026-05-15,Cắt phôi C,515,13,8.0
LOG-010308,LSX-TPB-2816,2026-05-15,Đóng gói B,291,7,6.3
LOG-010330,LSX-TPC-2820,2026-05-15,Sơn B,490,7,7.8
LOG-010345,LSX-TPB-2823,2026-05-15,Cắt phôi C,306,3,8.0
LOG-010350,LSX-TPA-2824,2026-05-15,Cắt phôi B,196,1,8.9
LOG-010360,LSX-TPB-2825,2026-05-15,Sơn phủ A,313,4,7.6
LOG-010370,LSX-TPB-2827,2026-05-15,Lắp ráp A,102,1,9.8
LOG-010514,LSX-TPC-2853,2026-05-15,Cắt phôi B,311,4,7.7
LOG-010521,LSX-TPA-2854,2026-05-15,Lắp ráp C,301,3,7.9
LOG-010534,LSX-TPA-2856,2026-05-15,Sơn phủ A,199,5,8.5
LOG-010612,LSX-TPC-2870,2026-05-15,Sơn phủ A,287,5,7.4
LOG-010622,LSX-TPA-2872,2026-05-15,Sơn lót C,199,0,7.4
LOG-010664,LSX-TPC-2879,2026-05-15,Đóng gói B,291,5,7.6
LOG-010675,LSX-TPA-2881,2026-05-15,Đóng gói C,104,2,8.9
LOG-010685,LSX-TPA-2883,2026-05-15,Đóng gói C,100,2,7.0
LOG-010705,LSX-TPB-2887,2026-05-15,Chà nhám A,297,5,8.2
LOG-010720,LSX-TPB-2889,2026-05-15,Lắp phụ kiện B,101,1,8.7
LOG-010724,LSX-TPC-2890,2026-05-15,Lắp ráp B,301,2,9.2
LOG-010758,LSX-TPB-2896,2026-05-15,Sơn lót C,104,1,7.3
LOG-010886,LSX-TPC-2918,2026-05-15,Sơn phủ A,512,10,9.4
LOG-010972,LSX-TPC-2933,2026-05-15,Sơn phủ A,209,5,9.0
LOG-011020,LSX-TPB-2942,2026-05-15,Chà nhám B,103,0,6.1
LOG-011042,LSX-TPB-2945,2026-05-15,Đóng gói A,96,0,7.8
LOG-011079,LSX-TPC-2952,2026-05-15,Chà nhám B,101,1,8.6
LOG-011131,LSX-TPB-2961,2026-05-15,Lắp ráp A,309,6,8.8
LOG-011171,LSX-TPC-2968,2026-05-15,Lắp ráp A,193,2,8.4
LOG-011239,LSX-TPB-2980,2026-05-15,Sơn B,308,7,6.3
LOG-011268,LSX-TPC-2985,2026-05-15,Sơn phủ A,311,3,9.2
LOG-011290,LSX-TPA-2989,2026-05-15,Lắp phụ kiện B,497,11,8.9
LOG-011296,LSX-TPB-2990,2026-05-15,Sơn phủ A,100,0,9.9
LOG-011298,LSX-TPA-2991,2026-05-15,Cắt phôi A,304,3,8.2
LOG-011361,LSX-TPB-3001,2026-05-15,Sơn phủ A,206,5,6.3
LOG-011542,LSX-TPB-3034,2026-05-15,Lắp ráp A,499,4,7.5
LOG-011587,LSX-TPB-3041,2026-05-15,Đóng gói B,491,10,9.2
LOG-011606,LSX-TPA-3045,2026-05-15,Chà nhám B,479,3,8.0
LOG-011627,LSX-TPB-3049,2026-05-15,Cắt phôi A,285,6,6.6
LOG-011640,LSX-TPC-3051,2026-05-15,Lắp ráp C,99,2,9.9
LOG-011662,LSX-TPB-3055,2026-05-15,Cắt phôi C,500,8,7.9
LOG-011668,LSX-TPC-3056,2026-05-15,Chà nhám B,477,10,7.3
LOG-011730,LSX-TPB-3067,2026-05-15,Chà nhám A,508,11,6.1
LOG-011778,LSX-TPC-3075,2026-05-15,Lắp ráp A,291,4,9.2
LOG-011786,LSX-TPC-3076,2026-05-15,Sơn phủ A,204,5,7.7
LOG-011789,LSX-TPB-3077,2026-05-15,Chà nhám B,209,4,8.7
LOG-011801,LSX-TPA-3079,2026-05-15,Chà nhám B,209,4,8.0
LOG-011809,LSX-TPA-3080,2026-05-15,Sơn lót A,491,7,9.6
LOG-011840,LSX-TPB-3086,2026-05-15,Chà nhám A,511,6,9.7
LOG-011872,LSX-TPB-3091,2026-05-15,Sơn phủ A,98,2,9.8
LOG-011907,LSX-TPB-3097,2026-05-15,Đóng gói A,300,7,7.0
LOG-011917,LSX-TPA-3099,2026-05-15,Sơn phủ C,287,7,9.7
LOG-011953,LSX-TPA-3106,2026-05-15,Lắp ráp A,207,6,8.5
LOG-011966,LSX-TPA-3108,2026-05-15,Sơn lót A,195,0,9.3
LOG-011982,LSX-TPA-3111,2026-05-15,Lắp ráp C,102,1,9.2
LOG-012033,LSX-TPA-3120,2026-05-15,Lắp ráp C,306,4,8.8
LOG-012095,LSX-TPA-3131,2026-05-15,Đóng gói A,477,6,8.6
LOG-012125,LSX-TPB-3137,2026-05-15,Cắt phôi B,493,3,9.4
LOG-012155,LSX-TPB-3142,2026-05-15,Sơn lót C,482,5,9.7
LOG-012182,LSX-TPC-3147,2026-05-15,Sơn B,100,1,8.8
LOG-012188,LSX-TPA-3148,2026-05-15,Sơn B,298,5,7.9
LOG-012214,LSX-TPC-3153,2026-05-15,Chà nhám A,190,4,7.3
LOG-012238,LSX-TPC-3157,2026-05-15,Sơn lót C,97,0,6.1
LOG-012329,LSX-TPB-3173,2026-05-15,Lắp ráp A,102,0,8.4
LOG-012355,LSX-TPB-3178,2026-05-15,Cắt phôi B,194,4,9.1
LOG-012382,LSX-TPB-3182,2026-05-15,Sơn phủ A,95,0,6.3
LOG-012388,LSX-TPB-3183,2026-05-15,Lắp phụ kiện B,102,0,7.7
LOG-012408,LSX-TPB-3187,2026-05-15,Cắt phôi C,191,0,7.8
LOG-012486,LSX-TPB-3200,2026-05-15,Đóng gói C,209,2,7.7
LOG-012495,LSX-TPB-3202,2026-05-15,Sơn lót C,290,2,9.1
LOG-012509,LSX-TPB-3204,2026-05-15,Đóng gói B,190,5,6.7
LOG-012541,LSX-TPB-3210,2026-05-15,Lắp ráp A,484,14,7.6
LOG-012580,LSX-TPA-3217,2026-05-15,Chà nhám A,306,2,9.3
LOG-012592,LSX-TPB-3219,2026-05-15,Sơn lót C,478,5,8.9
LOG-012638,LSX-TPA-3227,2026-05-15,Lắp phụ kiện B,498,4,9.5
LOG-012693,LSX-TPA-3237,2026-05-15,Sơn lót C,196,2,7.7
LOG-009939,LSX-TPB-2751,2026-05-16,Đóng gói A,104,1,8.7
LOG-009944,LSX-TPB-2752,2026-05-16,Lắp phụ kiện B,505,3,6.5
LOG-009986,LSX-TPA-2760,2026-05-16,Lắp ráp C,201,5,6.0
LOG-010035,LSX-TPC-2769,2026-05-16,Chà nhám B,205,0,8.9
LOG-010046,LSX-TPB-2771,2026-05-16,Lắp ráp C,204,3,7.2
LOG-010065,LSX-TPB-2774,2026-05-16,Lắp phụ kiện B,312,1,8.4
LOG-010084,LSX-TPB-2778,2026-05-16,Cắt phôi B,297,8,8.0
LOG-010112,LSX-TPC-2782,2026-05-16,Sơn phủ A,206,1,7.2
LOG-010122,LSX-TPC-2784,2026-05-16,Lắp ráp B,192,2,8.3
LOG-010143,LSX-TPC-2788,2026-05-16,Cắt phôi A,519,11,6.8
LOG-010164,LSX-TPB-2791,2026-05-16,Sơn lót A,205,1,8.9
LOG-010168,LSX-TPB-2792,2026-05-16,Chà nhám A,307,7,9.1
LOG-010187,LSX-TPC-2795,2026-05-16,Lắp ráp B,99,1,6.8
LOG-010204,LSX-TPA-2798,2026-05-16,Lắp ráp C,295,6,8.4
LOG-010215,LSX-TPB-2800,2026-05-16,Lắp ráp C,288,3,7.2
LOG-010233,LSX-TPB-2803,2026-05-16,Lắp phụ kiện B,99,2,6.3
LOG-010239,LSX-TPC-2804,2026-05-16,Sơn phủ A,104,1,8.3
LOG-010272,LSX-TPA-2810,2026-05-16,Sơn B,477,0,10.0
LOG-010284,LSX-TPC-2812,2026-05-16,Sơn phủ C,101,0,9.1
LOG-010318,LSX-TPC-2818,2026-05-16,Sơn lót A,194,0,7.1
LOG-010323,LSX-TPA-2819,2026-05-16,Lắp ráp A,303,0,6.8
LOG-010395,LSX-TPC-2831,2026-05-16,Đóng gói C,95,0,8.3
LOG-010396,LSX-TPA-2832,2026-05-16,Cắt phôi B,515,7,8.1
LOG-010440,LSX-TPC-2839,2026-05-16,Lắp phụ kiện B,104,1,9.7
LOG-010459,LSX-TPC-2843,2026-05-16,Lắp ráp C,297,3,7.7
LOG-010502,LSX-TPC-2851,2026-05-16,Cắt phôi B,514,13,6.1
LOG-010529,LSX-TPC-2855,2026-05-16,Đóng gói C,100,0,7.0
LOG-010560,LSX-TPA-2861,2026-05-16,Sơn lót C,497,8,6.8
LOG-010570,LSX-TPA-2863,2026-05-16,Lắp ráp C,508,10,8.8
LOG-010631,LSX-TPC-2874,2026-05-16,Chà nhám B,483,6,8.8
LOG-010667,LSX-TPB-2880,2026-05-16,Lắp ráp A,98,2,8.1
LOG-010732,LSX-TPC-2891,2026-05-16,Sơn phủ A,194,1,9.4
LOG-010737,LSX-TPC-2892,2026-05-16,Sơn phủ C,102,2,8.2
LOG-010741,LSX-TPA-2893,2026-05-16,Lắp ráp A,313,7,9.9
LOG-010761,LSX-TPC-2897,2026-05-16,Cắt phôi A,509,0,9.9
LOG-010793,LSX-TPA-2902,2026-05-16,Sơn B,95,1,8.8
LOG-010803,LSX-TPA-2904,2026-05-16,Sơn lót C,99,0,9.6
LOG-010855,LSX-TPB-2913,2026-05-16,Sơn B,298,8,8.3
LOG-010913,LSX-TPC-2923,2026-05-16,Chà nhám B,194,0,8.3
LOG-010932,LSX-TPC-2926,2026-05-16,Sơn B,101,2,7.3
LOG-010964,LSX-TPB-2932,2026-05-16,Lắp ráp B,475,8,6.9
LOG-010993,LSX-TPB-2937,2026-05-16,Lắp ráp A,197,4,7.2
LOG-011014,LSX-TPA-2941,2026-05-16,Cắt phôi C,99,0,6.8
LOG-011071,LSX-TPB-2950,2026-05-16,Lắp phụ kiện B,197,1,8.9
LOG-011094,LSX-TPA-2954,2026-05-16,Đóng gói C,509,9,9.7
LOG-011103,LSX-TPB-2956,2026-05-16,Sơn lót A,304,0,7.5
LOG-011190,LSX-TPA-2971,2026-05-16,Đóng gói C,194,5,8.8
LOG-011191,LSX-TPC-2972,2026-05-16,Cắt phôi C,199,2,6.0
LOG-011200,LSX-TPA-2973,2026-05-16,Đóng gói C,296,8,9.2
LOG-011252,LSX-TPA-2982,2026-05-16,Đóng gói B,201,3,8.3
LOG-011314,LSX-TPA-2993,2026-05-16,Lắp phụ kiện B,306,6,8.6
LOG-011318,LSX-TPC-2994,2026-05-16,Lắp ráp A,493,8,7.1
LOG-011324,LSX-TPB-2995,2026-05-16,Sơn lót C,101,1,8.4
LOG-011366,LSX-TPB-3002,2026-05-16,Sơn phủ C,508,6,6.8
LOG-011368,LSX-TPB-3003,2026-05-16,Cắt phôi C,202,4,7.4
LOG-011383,LSX-TPA-3005,2026-05-16,Đóng gói C,503,7,9.6
LOG-011424,LSX-TPC-3013,2026-05-16,Chà nhám B,206,1,6.5
LOG-011433,LSX-TPB-3014,2026-05-16,Đóng gói C,194,5,7.0
LOG-011448,LSX-TPB-3017,2026-05-16,Sơn lót A,103,0,8.8
LOG-011471,LSX-TPA-3021,2026-05-16,Đóng gói A,95,0,6.9
LOG-011490,LSX-TPA-3025,2026-05-16,Lắp ráp A,298,7,7.9
LOG-011497,LSX-TPC-3026,2026-05-16,Sơn phủ C,498,2,8.1
LOG-011515,LSX-TPA-3029,2026-05-16,Sơn phủ A,104,2,6.7
LOG-011519,LSX-TPC-3030,2026-05-16,Lắp ráp B,191,1,9.3
LOG-011523,LSX-TPA-3031,2026-05-16,Cắt phôi C,486,4,8.2
LOG-011614,LSX-TPB-3046,2026-05-16,Sơn B,204,4,8.8
LOG-011644,LSX-TPA-3052,2026-05-16,Cắt phôi B,302,6,6.8
LOG-011656,LSX-TPB-3054,2026-05-16,Cắt phôi B,209,2,8.7
LOG-011699,LSX-TPC-3061,2026-05-16,Sơn phủ A,101,1,6.7
LOG-011705,LSX-TPB-3062,2026-05-16,Đóng gói C,191,1,7.1
LOG-011706,LSX-TPB-3063,2026-05-16,Cắt phôi A,477,6,9.8
LOG-011725,LSX-TPB-3066,2026-05-16,Lắp ráp B,98,1,8.1
LOG-011739,LSX-TPC-3068,2026-05-16,Sơn phủ A,102,0,6.6
LOG-011794,LSX-TPA-3078,2026-05-16,Cắt phôi A,97,0,8.8
LOG-011821,LSX-TPB-3082,2026-05-16,Lắp phụ kiện B,100,1,7.3
LOG-011830,LSX-TPC-3084,2026-05-16,Lắp ráp B,501,5,9.1
LOG-011885,LSX-TPA-3094,2026-05-16,Cắt phôi A,306,4,8.1
LOG-011896,LSX-TPC-3095,2026-05-16,Đóng gói A,104,1,6.1
LOG-011931,LSX-TPC-3102,2026-05-16,Sơn lót C,287,6,7.2
LOG-011936,LSX-TPA-3103,2026-05-16,Lắp ráp B,199,5,6.8
LOG-011940,LSX-TPC-3104,2026-05-16,Cắt phôi B,496,12,9.9
LOG-012010,LSX-TPB-3116,2026-05-16,Lắp ráp A,311,4,9.9
LOG-012025,LSX-TPA-3118,2026-05-16,Đóng gói A,520,8,6.4
LOG-012044,LSX-TPB-3122,2026-05-16,Sơn lót C,314,7,8.5
LOG-012089,LSX-TPB-3130,2026-05-16,Đóng gói C,201,3,7.1
LOG-012113,LSX-TPB-3135,2026-05-16,Cắt phôi A,498,4,9.8
LOG-012163,LSX-TPC-3143,2026-05-16,Đóng gói B,502,3,8.3
LOG-012210,LSX-TPA-3152,2026-05-16,Sơn lót C,490,1,6.7
LOG-012229,LSX-TPC-3155,2026-05-16,Đóng gói B,102,1,6.6
LOG-012267,LSX-TPB-3162,2026-05-16,Sơn B,312,4,7.6
LOG-012290,LSX-TPA-3166,2026-05-16,Sơn lót C,205,5,7.7
LOG-012295,LSX-TPC-3167,2026-05-16,Lắp ráp B,523,3,8.1
LOG-012304,LSX-TPB-3169,2026-05-16,Cắt phôi C,95,0,7.9
LOG-012326,LSX-TPB-3172,2026-05-16,Đóng gói A,192,0,9.8
LOG-012390,LSX-TPC-3184,2026-05-16,Cắt phôi B,312,3,9.5
LOG-012405,LSX-TPC-3186,2026-05-16,Sơn B,103,1,6.6
LOG-012449,LSX-TPA-3194,2026-05-16,Lắp ráp B,96,0,7.3
LOG-012512,LSX-TPA-3205,2026-05-16,Lắp ráp B,293,3,8.2
LOG-012527,LSX-TPB-3207,2026-05-16,Đóng gói B,206,1,9.9
LOG-012552,LSX-TPA-3212,2026-05-16,Chà nhám B,483,2,8.9
LOG-012618,LSX-TPB-3224,2026-05-16,Cắt phôi C,190,1,7.5
LOG-012644,LSX-TPA-3228,2026-05-16,Sơn phủ A,201,3,8.8
LOG-012675,LSX-TPB-3234,2026-05-16,Chà nhám B,299,1,8.3
LOG-009925,LSX-TPB-2749,2026-05-17,Lắp ráp C,206,2,8.9
LOG-009929,LSX-TPA-2750,2026-05-17,Cắt phôi C,201,1,7.6
LOG-009951,LSX-TPB-2753,2026-05-17,Đóng gói A,524,2,7.0
LOG-009960,LSX-TPA-2755,2026-05-17,Sơn lót A,475,6,9.4
LOG-009972,LSX-TPC-2757,2026-05-17,Sơn phủ A,512,8,8.0
LOG-009975,LSX-TPB-2758,2026-05-17,Chà nhám A,310,9,8.2
LOG-009992,LSX-TPA-2761,2026-05-17,Lắp ráp B,193,0,8.1
